"","SRR10025177","SRR10025178","SRR10025179","SRR9119213","SRR9119214","SRR9119215","SRR7050693","SRR7050694","SRR7050695","SRR15809339","SRR15809340","SRR13640879","SRR13640881","SRR13640883","SRR6292438","SRR6292439"
"ENSMUSG00000074364.7",332,406,311,102,51,43,222,246,279,130,87,76,54,125,84,20
"ENSMUSG00000070808.5",1810,2016,702,192,136,113,628,683,562,320,557,152,163,149,225,83
"ENSMUSG00000078796.5",8,3,3,0,0,1,3,2,1,0,0,0,3,6,9,0
"ENSMUSG00000006024.14",2315,2736,1569,1531,1520,1277,2722,2627,2747,1058,1506,1500,1471,1893,1671,1342
"ENSMUSG00000006021.6",665,820,576,353,396,312,438,437,443,191,277,357,380,301,264,188
"ENSMUSG00000030376.9",6,9,9,2,1,0,2,1,2,0,6,0,6,3,3,0
"ENSMUSG00000041420.19",130,120,107,27,18,8,87,86,90,60,119,65,40,128,25,8
"ENSMUSG00000006019.16",1040,1250,553,212,245,187,415,388,361,337,559,202,167,258,497,244
"ENSMUSG00000074361.12",273,186,321,33,11,12,101,59,97,18,24,24,27,73,33,8
"ENSMUSG00000049130.7",74,64,58,32,18,28,51,58,70,7,5,15,40,105,37,2
"ENSMUSG00000091811.3",363,396,126,173,149,78,201,246,203,208,366,140,75,133,78,40
"ENSMUSG00000041375.20",2250,2575,1080,618,558,351,727,686,691,811,1801,357,457,553,319,226
"ENSMUSG00000002083.14",930,944,393,220,343,296,800,556,383,274,426,202,140,188,150,80
"ENSMUSG00000052833.10",605,701,680,1190,1361,1212,731,685,627,141,68,410,518,456,186,191
"ENSMUSG00000059273.10",3748,4033,2713,560,440,582,1769,1698,1481,762,1118,479,606,581,603,295
"ENSMUSG00000019158.10",573,618,374,370,514,329,385,333,338,182,110,386,252,326,651,198
"ENSMUSG00000001988.10",14,18,8,2,0,0,2,6,0,3,7,0,1,0,3,2
"ENSMUSG00000058230.13",7206,7968,10608,1898,1632,1939,4521,4557,4229,466,464,1482,1810,1768,2088,1266
"ENSMUSG00000078795.3",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000007209.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000008036.12",1116,1369,916,1290,1640,1009,1313,1192,1372,1096,894,898,867,1077,879,545
"ENSMUSG00000001918.18",454,352,502,73,19,17,251,177,246,317,634,144,228,232,88,30
"ENSMUSG00000048920.9",576,628,586,341,257,264,445,534,551,163,176,240,374,329,218,121
"ENSMUSG00000030374.16",2653,2860,1557,755,628,657,1352,1480,1609,764,1108,830,794,873,590,432
"ENSMUSG00000041187.17",1432,1421,811,278,206,151,446,423,481,176,368,163,198,261,384,143
"ENSMUSG00000078794.5",57,70,53,15,11,9,36,37,44,34,27,11,1,10,5,9
"ENSMUSG00000063594.6",6,13,7,3,1,0,3,6,10,11,23,5,3,5,0,0
"ENSMUSG00000043017.10",23,33,61,10,6,5,16,18,21,8,17,10,2,39,13,10
"ENSMUSG00000019370.11",2018,2483,2047,1329,1197,969,2461,2299,2293,329,339,848,1055,1341,1338,462
"ENSMUSG00000070802.6",15,30,34,5,3,3,10,3,5,3,17,0,3,0,7,0
"ENSMUSG00000041141.8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000108348.3",8,15,36,2,1,1,5,6,15,6,12,3,10,0,7,0
"ENSMUSG00000041117.9",93,133,98,27,11,14,58,56,76,14,20,7,21,21,2,4
"ENSMUSG00000003099.12",2242,2320,1509,994,1020,918,1938,1757,1911,769,1233,787,981,1126,1768,830
"ENSMUSG00000004328.16",22,22,14,4,1,1,5,4,7,8,34,0,3,12,7,0
"ENSMUSG00000066760.13",2,6,4,0,0,0,7,6,11,0,0,0,1,0,0,0
"ENSMUSG00000053228.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023159.9",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000008789.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023185.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078793.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030368.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057195.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030366.11",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000066756.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054005.5",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003505.16",0,0,0,0,1,0,0,3,4,0,0,78,8,8,0,0
"ENSMUSG00000030373.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070799.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070798.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070797.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074359.3",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070796.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063305.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044903.16",0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000004542.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000004540.8",0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040987.16",332,286,358,41,33,19,109,99,122,118,160,18,47,71,2,10
"ENSMUSG00000030413.8",27,27,51,13,6,8,13,10,22,14,19,35,9,103,7,1
"ENSMUSG00000074358.10",545,620,280,122,108,80,309,258,238,153,391,121,85,148,155,116
"ENSMUSG00000030411.17",359,401,106,17,11,17,66,63,69,27,23,17,12,17,42,13
"ENSMUSG00000051965.9",2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000048481.16",184,172,92,24,23,15,67,57,61,38,46,34,18,22,33,11
"ENSMUSG00000044030.5",1200,1226,722,495,441,365,584,591,574,372,410,367,304,344,559,241
"ENSMUSG00000040891.7",2056,1781,2990,1634,845,700,563,683,1648,604,974,1218,1473,1190,942,369
"ENSMUSG00000023118.16",4298,4782,3541,1574,1456,1270,2687,2659,2388,1233,1762,1214,1406,1601,1405,1005
"ENSMUSG00000040866.14",7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030410.17",1186,1262,427,488,388,261,945,927,983,772,1350,469,322,466,486,340
"ENSMUSG00000030409.17",3429,3555,967,665,398,296,1805,1785,2063,1221,2271,880,889,2019,1041,443
"ENSMUSG00000040841.6",434,521,175,95,133,80,384,298,322,203,428,153,86,81,111,55
"ENSMUSG00000085601.8",16,19,9,0,0,1,0,0,0,1,0,0,0,0,0,2
"ENSMUSG00000050428.8",585,638,391,129,132,145,273,253,276,144,226,162,102,148,128,77
"ENSMUSG00000030407.3",471,558,412,204,178,166,348,404,378,120,174,193,215,199,356,180
"ENSMUSG00000040824.4",843,906,1127,774,870,457,833,791,847,674,671,549,505,587,678,290
"ENSMUSG00000030406.8",1,1,4,0,0,0,0,1,0,2,0,0,0,0,0,0
"ENSMUSG00000040811.16",798,832,669,404,323,302,488,343,380,178,247,222,220,252,271,175
"ENSMUSG00000044317.8",164,160,75,39,26,25,75,77,76,29,33,19,19,37,50,13
"ENSMUSG00000052214.10",1656,1964,2644,952,1004,891,1587,1413,1480,346,238,1123,1630,1282,1175,452
"ENSMUSG00000030403.10",1505,1443,1641,474,333,300,747,751,923,281,337,379,400,915,184,122
"ENSMUSG00000030402.6",2,2,7,2,2,1,3,12,13,0,2,0,0,9,0,2
"ENSMUSG00000030401.17",18,12,8,6,9,6,26,25,39,6,28,6,6,16,30,2
"ENSMUSG00000003545.4",22,44,59,1,8,0,9,27,24,6,29,0,0,16,2,3
"ENSMUSG00000003549.10",276,303,226,102,73,34,158,111,138,74,80,80,86,70,140,81
"ENSMUSG00000047649.10",309,313,448,116,145,86,249,204,207,85,125,192,97,118,165,66
"ENSMUSG00000040734.15",269,313,140,96,84,67,149,156,197,113,183,42,44,50,145,118
"ENSMUSG00000030400.18",707,778,422,167,138,117,300,241,302,215,344,248,262,303,125,91
"ENSMUSG00000040714.15",23,31,14,5,1,1,6,5,3,17,39,0,4,0,16,1
"ENSMUSG00000030399.3",1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"ENSMUSG00000030397.12",1302,1606,520,364,298,269,558,556,639,265,506,259,249,269,401,154
"ENSMUSG00000011263.17",1226,1183,583,343,246,154,405,384,505,106,148,83,105,159,250,71
"ENSMUSG00000057667.8",158,189,124,141,155,138,182,185,224,67,85,126,94,148,100,48
"ENSMUSG00000002043.18",453,522,317,350,468,298,441,329,460,235,218,325,327,318,301,174
"ENSMUSG00000060621.7",5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051403.10",3951,4499,2555,2138,2245,1814,2837,3110,3150,1267,1977,1026,1261,1410,1923,1009
"ENSMUSG00000044709.7",401,398,385,404,443,277,428,393,433,200,257,302,326,467,468,313
"ENSMUSG00000011267.9",53,67,41,5,5,6,20,35,27,24,27,8,10,5,16,11
"ENSMUSG00000061028.8",2051,2345,887,315,271,175,746,709,696,750,1605,191,200,240,207,187
"ENSMUSG00000002983.18",277,272,280,108,39,33,111,116,163,88,140,80,46,186,97,49
"ENSMUSG00000002981.11",3418,3952,3143,2060,2013,1888,4169,3975,4020,606,664,1929,2198,2010,3251,1592
"ENSMUSG00000002992.18",390,496,275,41,26,25,89,137,121,359,517,73,41,34,28,14
"ENSMUSG00000109350.2",5,14,11,10,9,10,0,0,0,0,0,203,248,241,0,0
"ENSMUSG00000074336.6",17960,19854,25666,9033,12070,6744,17312,15150,17400,15085,17881,12104,13658,12852,6163,5174
"ENSMUSG00000040564.15",141369,165241,208063,64835,95519,62211,108124,105252,122267,67232,56058,42144,49654,49969,21680,31111
"ENSMUSG00000002985.17",1094660,1207872,400192,443751,547610,328399,711703,642442,709950,207853,135270,352458,321444,334322,523550,255205
"ENSMUSG00000002984.18",1397,1639,1101,643,692,570,942,900,810,608,596,730,679,583,738,406
"ENSMUSG00000062300.15",1341,1657,794,901,964,913,1309,1272,1267,418,452,550,512,897,1422,900
"ENSMUSG00000002980.15",302,329,184,123,87,54,198,180,186,140,137,70,61,111,101,38
"ENSMUSG00000040525.14",936,924,651,479,572,361,458,406,492,152,288,207,181,225,570,359
"ENSMUSG00000053175.18",1563,1508,674,558,477,338,687,935,1157,505,563,517,767,551,928,449
"ENSMUSG00000092216.4",14,9,15,4,0,1,6,1,5,2,13,0,4,31,4,0
"ENSMUSG00000014686.9",34,23,27,9,1,3,7,12,6,13,9,0,4,34,1,0
"ENSMUSG00000049848.8",2,0,2,0,0,0,7,6,11,0,0,0,0,1,0,0
"ENSMUSG00000040511.15",604,685,732,176,134,90,272,399,421,121,222,117,193,195,109,77
"ENSMUSG00000040498.8",39,54,25,121,120,68,33,48,73,3,3,44,21,17,9,12
"ENSMUSG00000070777.6",2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060508.17",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095201.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096152.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096164.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094011.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094735.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094298.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094757.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109166.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095745.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095806.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000096386.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094545.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094762.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096663.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096903.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096761.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095837.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109060.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095275.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095768.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095190.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094284.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091638.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094085.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091435.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095973.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096737.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094589.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094010.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093986.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094680.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094001.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094385.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101436.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094221.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095309.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096813.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093890.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095758.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094879.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109516.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094208.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093941.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074322.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096513.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096760.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095064.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095191.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095976.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095962.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095163.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096283.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074311.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096304.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096348.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095273.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096071.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094981.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094149.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093871.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093917.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000095543.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094542.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096871.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093853.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095383.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094748.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095984.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109396.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094905.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095081.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095363.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095619.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094700.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095931.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094931.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092297.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094532.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094934.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096601.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095683.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095358.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096073.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094682.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045693.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000015721.19",1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0
"ENSMUSG00000090715.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074291.4",0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0
"ENSMUSG00000094602.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094187.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062483.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035523.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115021.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090411.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095632.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096859.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057513.4",0,0,0,0,0,0,14,8,8,0,0,0,0,0,0,0
"ENSMUSG00000062598.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046924.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092473.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097425.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092456.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118318.2",1,4,3,0,0,0,2,1,2,0,0,0,0,0,0,1
"ENSMUSG00000057101.9",999,1101,1387,321,232,304,420,500,627,245,325,276,357,357,267,161
"ENSMUSG00000052675.12",201,251,191,20,22,18,33,51,52,94,84,16,39,12,58,28
"ENSMUSG00000047603.10",712,755,685,126,88,100,260,204,343,132,222,138,123,115,96,72
"ENSMUSG00000068962.8",26,29,44,10,3,14,58,33,51,3,17,0,5,8,7,3
"ENSMUSG00000087598.10",708,762,936,92,82,103,270,282,316,89,125,69,112,138,20,40
"ENSMUSG00000074283.6",321,393,449,48,26,34,125,130,117,55,70,40,46,70,29,21
"ENSMUSG00000030486.10",252,304,331,47,38,39,140,120,143,46,76,25,78,48,33,31
"ENSMUSG00000055305.16",328,304,409,80,76,88,217,171,220,75,60,55,100,41,48,45
"ENSMUSG00000050605.18",88,83,90,33,7,18,45,31,23,25,41,18,13,31,10,5
"ENSMUSG00000074282.11",171,199,194,64,34,39,114,81,96,89,103,23,58,38,43,32
"ENSMUSG00000055826.6",0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030484.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054342.9",100,112,199,21,7,5,38,24,31,39,52,45,19,60,12,13
"ENSMUSG00000002210.12",865,931,502,244,241,168,391,387,369,180,276,151,215,237,379,169
"ENSMUSG00000062028.9",3,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046223.11",57,57,62,20,6,6,34,24,34,22,7,48,19,56,29,8
"ENSMUSG00000054793.9",304,228,265,139,55,63,228,250,279,81,129,234,193,131,132,98
"ENSMUSG00000064264.15",94,75,35,16,18,23,11,9,11,34,69,4,11,31,3,1
"ENSMUSG00000117477.2",3,6,1,0,0,0,0,0,5,0,6,0,0,0,1,1
"ENSMUSG00000041037.9",1630,1867,1431,393,209,524,552,548,717,208,211,391,507,369,475,167
"ENSMUSG00000011632.8",0,2,1,0,1,0,0,0,2,0,3,0,0,2,0,0
"ENSMUSG00000051768.10",1006,1234,791,345,348,271,578,509,651,362,554,138,168,227,391,200
"ENSMUSG00000066721.4",9,8,6,0,0,0,1,2,1,0,0,0,0,0,2,0
"ENSMUSG00000064254.7",1279,1306,464,871,1505,1086,2236,1757,2437,255,287,475,666,509,1160,667
"ENSMUSG00000074277.5",1063,934,434,141,154,140,389,306,499,281,636,104,104,101,233,120
"ENSMUSG00000057454.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062773.7",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045587.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058717.9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000052212.7",8,2,7,2,2,1,4,8,6,1,0,23,7,111,8,3
"ENSMUSG00000054169.8",1,1,2,0,0,0,60,57,45,0,0,0,0,6,14,8
"ENSMUSG00000091955.3",82,91,186,24,19,9,982,664,859,120,142,17,7,26,80,47
"ENSMUSG00000062732.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000011349.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040952.17",2905,3111,5167,2893,3165,2021,4322,3681,4418,2080,2153,2618,2890,3601,7454,4503
"ENSMUSG00000003379.8",226,242,1010,85,38,41,295,132,301,96,160,55,125,260,64,31
"ENSMUSG00000040940.19",5066,5200,2887,1172,931,752,2267,1806,2044,1931,3589,1041,1014,1571,1417,552
"ENSMUSG00000108367.3",17,19,15,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000003380.12",842,1077,551,1086,1218,899,1047,934,1454,928,871,794,857,1286,1751,575
"ENSMUSG00000040907.16",31,29,53,17,2,2,21,13,28,11,1,1,13,35,54,9
"ENSMUSG00000003378.10",1448,1594,367,309,285,290,845,954,642,1378,2328,246,164,189,361,294
"ENSMUSG00000045252.12",1103,1173,607,394,345,352,558,714,895,387,480,272,187,311,730,385
"ENSMUSG00000008496.20",481,452,892,49,23,19,223,207,349,74,90,55,93,277,219,11
"ENSMUSG00000054499.10",1009,1223,795,467,489,300,905,915,801,442,889,234,350,556,755,298
"ENSMUSG00000046541.10",598,703,330,81,54,69,253,257,141,64,96,53,69,70,71,60
"ENSMUSG00000057177.13",1194,1518,829,682,618,628,1507,1662,1770,550,734,755,763,825,441,393
"ENSMUSG00000040857.16",1622,1952,836,773,685,437,1410,2198,1914,535,1048,420,471,852,629,322
"ENSMUSG00000005442.14",5291,5849,1798,719,421,508,1911,1966,1658,935,1495,665,725,890,976,444
"ENSMUSG00000005447.13",77,78,115,54,49,32,92,68,84,73,78,51,68,115,50,35
"ENSMUSG00000058741.5",0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0
"ENSMUSG00000043843.18",1,2,0,0,0,0,2,0,1,3,0,0,0,0,0,0
"ENSMUSG00000045039.10",1492,1364,582,204,172,167,398,311,350,448,560,212,210,343,410,137
"ENSMUSG00000063651.12",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003123.16",923,1123,559,280,363,196,578,568,465,308,482,311,282,443,539,203
"ENSMUSG00000060188.7",62,73,76,0,0,0,1,0,0,2,1,0,0,3,0,0
"ENSMUSG00000074272.11",10204,12903,11085,4422,3860,4950,11604,11524,13163,2139,2854,2592,3200,2913,2835,1856
"ENSMUSG00000054385.15",2068,2425,2760,1265,1269,1308,5468,5471,6477,794,978,717,681,773,948,569
"ENSMUSG00000074261.4",3,1,1,0,1,0,0,3,1,0,3,0,0,0,0,0
"ENSMUSG00000057229.12",1819,2245,1620,832,1167,730,2299,2480,1887,1509,1964,702,698,945,973,657
"ENSMUSG00000059479.8",587,831,361,53,63,33,166,137,105,142,283,96,37,41,68,23
"ENSMUSG00000060376.8",1974,2358,1346,1532,1641,1352,3051,2699,2540,199,308,2404,2067,2582,1615,868
"ENSMUSG00000061286.8",905,1023,661,514,638,368,767,773,637,575,851,430,422,577,1234,412
"ENSMUSG00000061702.11",119,112,143,5,0,1,9,5,9,5,16,0,4,0,27,1
"ENSMUSG00000063439.8",149,172,200,85,117,85,115,96,115,82,96,113,72,167,191,83
"ENSMUSG00000002603.16",867,872,702,223,133,152,601,593,710,146,151,152,128,348,378,116
"ENSMUSG00000002608.9",1592,1776,1050,606,564,494,1143,1198,1180,505,890,573,471,490,441,210
"ENSMUSG00000040725.14",7197,7983,7763,1612,1283,1530,5121,5171,4930,951,1424,1241,1342,1412,1035,577
